id,lat,lon,county,building_type,name,raw_income,minority_pct,flood_zone,income_quartile,wind_risk_mph,property_value,noi,insurance_premium,physical_risk_score,financial_exposure_score,final_priority_score,baseline_rank,funded_baseline,minority_quartile,risk_justified_prob_balanced,risk_justified_prob_plain,risk_only_funded,risk_justified_prob
osm_316633453,26.1461773,-80.3260133,Broward,commercial,Arby's,117810.0,0.5260631915744567,X,4.0,180.20861990564572,12606971.499922171,660021.4959031778,100855.77199937738,0.0,0.999,0.5994,3.0,True,Mid-High,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_315291338,26.1403546,-80.1209855,Broward,retail,Commercial Property 315291338,83047.0,0.3611111111111111,X,3.0,161.58143086984273,9601304.723143838,680533.049121803,76810.4377851507,0.0,0.999,0.5994,3.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_279238280,26.1932871,-80.2586715,Broward,commercial,Chick-fil-A,90071.0,0.7001093920925144,X,4.0,156.85940018467008,10494149.682501828,757919.5867694694,83953.19746001463,0.0,0.999,0.5994,3.0,True,High,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_274709042,26.1226259,-80.2516763,Broward,retail,Lobby,49926.0,0.6304389495878857,X,1.0,161.38656157671426,5256657.363008946,309132.2200466171,42053.25890407157,0.0,0.999,0.5994,3.0,True,High,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_110853657,26.0982771,-80.3808868,Broward,commercial,Publix,157532.0,0.4125388141357385,X,4.0,168.29564902836978,15950541.467697732,1005132.1350448668,127604.33174158186,0.0,0.999,0.5994,3.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_315575162,26.2749124,-80.0956762,Broward,retail,Commercial Property 315575162,91615.0,0.1208002051808155,X,4.0,153.77619994476566,9676065.418261755,665479.1155266501,77408.52334609407,0.0,0.999,0.5994,3.0,True,Low,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_278910482,26.1006183,-80.1359837,Broward,retail,Commercial Property 278910482,86750.0,0.1704602933737986,X,4.0,161.38141627093614,9490442.28520388,677977.0551090026,75923.53828163104,0.0,0.999,0.5994,3.0,True,Low,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_316330832,26.1370547,-80.1250852,Broward,commercial,Arby's,75580.0,0.2777463193657984,X,3.0,170.926499258388,8302563.170099341,439332.5778503842,66420.50536079473,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_285606072,26.2782958,-80.2031248,Broward,retail,Walmart Supercenter,92946.0,0.2942137953579601,X,4.0,176.98385129840963,10017140.48223093,530257.5800476135,80137.12385784744,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_246971964,26.1681103,-80.2541882,Broward,retail,Walmart Supercenter,81282.0,0.821236559139785,X,3.0,167.28284587275368,8790784.633827005,564404.88270521,70326.27707061604,0.0,0.998,0.5986,20.0,True,High,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_294911346,26.0464561,-80.2272758,Broward,retail,Commercial Property 294911346,91926.0,0.4426993211766272,X,4.0,166.52752238066822,9798515.032339305,562747.6263550667,78388.12025871442,0.0,0.998,0.5986,20.0,True,Mid-High,0.5297375148083124,0.32543068472383924,True,0.5297375148083124
osm_279382824,26.2920384,-80.0946013,Broward,commercial,Exxon,100833.0,0.081984517945109,X,4.0,171.81543443896453,9886601.6494009,779849.7246004832,79092.81319520721,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_263551170,26.0579422,-80.1638443,Broward,retail,Outdoor World / Bass Pro Shops,77851.0,0.2149886449659349,X,3.0,153.09723757181715,7826762.247853871,513043.4010446051,62614.09798283097,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_143927805,25.6935231,-80.3054572,Miami-Dade,retail,Dadeland Station,69076.0,0.3583815028901734,X,3.0,169.13485977701478,7375750.378298614,582681.6583322964,59006.00302638891,0.0,0.998,0.5986,20.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279373198,26.3228503,-80.0914233,Broward,retail,Duffy's Sports Grill,54107.0,0.3286791399050544,X,2.0,181.3189572649677,6372903.904586211,451717.125497459,50983.23123668969,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_224672353,25.7602994,-80.417288,Miami-Dade,commercial,Commercial Property 224672353,72313.0,0.4042383046781287,X,3.0,181.82621407275732,7490426.489979021,379985.4332715792,59923.41191983217,0.0,0.998,0.5986,20.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_297747383,26.1903681,-80.1041443,Broward,commercial,Baremetalcloud Dedicated Server,67027.0,0.2186424773224898,X,2.0,183.9354619717596,6962746.39425621,428577.4543505899,55701.97115404968,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255489281,25.7915328,-80.3795596,Miami-Dade,commercial,Commercial Property 255489281,89028.0,0.3479697178251892,X,4.0,167.33119185389447,9793042.97921117,634349.5572682616,78344.34383368936,0.0,0.998,0.5986,20.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_278645995,25.7471266,-80.3391061,Miami-Dade,retail,8890 Plaza,41532.0,0.3167361835245046,X,1.0,173.18827995238937,4895651.061715814,384885.5966099039,39165.20849372652,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_275961800,25.9335606,-80.1227409,Miami-Dade,retail,RK Towne Center North - Raanan Katz Shopping Center,66146.0,0.5345016429353778,X,2.0,159.05729935600058,7374302.227176637,407897.14168707695,58994.4178174131,0.0,0.998,0.5986,20.0,True,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_112549383,26.1167135,-80.3324484,Broward,retail,Commercial Property 112549383,109169.0,0.3797136038186157,X,4.0,152.22454226001082,11611285.486423165,640929.3690267038,92890.28389138532,0.0,0.998,0.5986,20.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_273537757,26.1952365,-80.1719249,Broward,office,Commercial Property 273537757,62361.0,0.5224133753331718,X,2.0,172.31451149743245,7370368.498294479,531675.5906088175,58962.94798635584,0.0,0.998,0.5986,20.0,True,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279258170,26.1509599,-80.2025102,Broward,retail,Commercial Property 279258170,44298.0,0.9898814686325528,X,1.0,169.64470191493237,5140117.513927924,365512.398300765,41120.9401114234,0.0,0.998,0.5986,20.0,True,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279373216,26.3204004,-80.0900927,Broward,retail,Commercial Property 279373216,79574.0,0.1870608899297424,X,3.0,176.6274767015914,7837778.308451844,401465.61512293766,62702.22646761475,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911429,26.0107508,-80.1922291,Broward,office,Commercial Property 294911429,83786.0,0.2862586863931853,X,4.0,150.8896694360433,9322060.727017922,478772.8382590685,74576.48581614338,0.0,0.998,0.5986,20.0,True,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911146,26.040019,-80.1672485,Broward,commercial,Commercial Property 294911146,41457.0,0.833787837469321,X,1.0,175.53621624183225,4635069.890676051,270678.88984721515,37080.559125408414,0.0,0.994,0.5968,38.0,True,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911211,26.0464334,-80.2025717,Broward,retail,Commercial Property 294911211,47307.0,0.5003033980582524,X,1.0,174.96356755280482,4627185.60994317,247471.9700530098,37017.48487954536,0.0,0.994,0.5968,38.0,True,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_315575100,26.2573468,-80.1037546,Broward,retail,Commercial Property 315575100,58750.0,0.4967532467532468,X,2.0,160.88438126004817,5927256.318900069,340860.4299271824,47418.05055120056,0.0,0.996,0.5968,38.0,True,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911412,26.0382868,-80.1651629,Broward,commercial,Commercial Property 294911412,41457.0,0.833787837469321,X,1.0,154.18579860784055,4361804.619008317,317257.53090404504,34894.436952066535,0.0,0.996,0.5968,38.0,True,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_154392867,26.1536304,-80.2554903,Broward,retail,Commercial Property 154392867,44716.0,0.5728429985855729,X,1.0,164.96393564254925,4745899.983571781,324977.8882854499,37967.19986857425,0.0,0.996,0.5968,38.0,True,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_134532211,28.3503785,-81.486955,Polk,commercial,Commercial Property 134532211,112975.0,0.4680851063829787,X,4.0,111.54436253749968,8263746.269138519,599959.0984874438,66109.97015310815,0.0,0.958,0.593,43.0,True,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_151980004,26.1474238,-80.2689721,Broward,commercial,Commercial Property 151980004,110774.0,0.350503663003663,X,4.0,154.05541708337955,12708994.036685018,738709.8658212012,101671.95229348016,0.0,0.971,0.5916,44.0,True,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_161793206,26.122248,-80.2579446,Broward,retail,Commercial Property 161793206,81947.0,0.7327752736638764,X,3.0,176.9944621340081,8949740.07006264,618631.9614419694,71597.92056050111,1.0,0.956,0.588,45.0,True,High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_279354943,26.2757833,-80.0986584,Broward,retail,Commercial Property 279354943,73214.0,0.5850759913152782,X,3.0,159.49721611208636,8513804.70920468,658944.786969993,68110.43767363744,0.0,0.964,0.5856,46.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279373237,26.3244137,-80.0899417,Broward,retail,Marina One Yacht Club,79574.0,0.1870608899297424,X,3.0,162.54630049904955,8648620.151507253,516224.8433735437,69188.96121205803,0.0,0.957,0.57996,47.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911457,26.045877,-80.2231306,Broward,retail,Commercial Property 294911457,75959.0,0.5320275277924827,X,3.0,152.59156281069318,8600987.88506186,681848.1516451834,68807.90308049489,0.0,0.965,0.57,48.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_154392864,26.154271,-80.2564781,Broward,retail,Commercial Property 154392864,44716.0,0.5728429985855729,X,1.0,163.60370513913188,5143956.857614839,382213.49344091024,41151.65486091872,0.0,0.955,0.57,48.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_61242949,25.8251153,-80.3717015,Miami-Dade,retail,Commercial Property 61242949,74511.0,0.4002704530087897,X,3.0,157.43186887373966,8380275.839081311,516242.2583156997,67042.20671265048,0.0,0.946,0.57,48.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_192555120,25.5770464,-80.3384071,Miami-Dade,retail,Bank of America,74868.0,0.5650935720097641,X,3.0,152.03292642588698,8327303.885013677,550211.9524963152,66618.43108010943,0.0,0.956,0.57,48.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_224672352,25.7603009,-80.4212572,Miami-Dade,commercial,Commercial Property 224672352,72313.0,0.4042383046781287,X,3.0,155.46065241548527,7422843.647238986,533305.2652752226,59382.74917791189,0.0,0.927,0.57,48.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_120105958,25.7909112,-80.1335596,Miami-Dade,retail,Commercial Property 120105958,67593.0,0.3404924044002095,X,2.0,163.1089041596577,7920486.513986455,452947.72742810834,63363.89211189164,0.0,0.955,0.57,48.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_292502760,26.0485263,-80.2498823,Broward,retail,Target,91926.0,0.4426993211766272,X,4.0,156.95504885369604,10601183.21468266,644612.5701885789,84809.4657174613,0.0,0.965,0.57,48.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_295152216,25.9679175,-80.2054847,Broward,retail,Commercial Property 295152216,71970.0,0.8936170212765957,X,3.0,159.83270783905832,8111687.0500518,599240.9852383193,64893.4964004144,0.0,0.944,0.5688,55.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_134532214,28.3487448,-81.4879724,Polk,commercial,Commercial Property 134532214,112975.0,0.4680851063829787,X,4.0,125.25712073494108,6818434.870779196,460743.9230331378,54547.47896623357,0.0,0.955,0.5646,56.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_134532216,28.3493152,-81.4887984,Polk,commercial,Commercial Property 134532216,112975.0,0.4680851063829787,X,4.0,126.18026725746952,7909176.020888346,586900.7402233877,63273.40816710677,0.0,0.975,0.5646,56.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_270519755,28.3535143,-81.4030734,Polk,retail,Commercial Property 270519755,88901.0,0.5554487795502595,X,4.0,129.09231233791343,6114840.300594078,335631.55506185594,48918.72240475263,0.0,0.945,0.564,58.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114182948,28.0016523,-81.9787807,Polk,retail,Kohl's,70154.0,0.1903032217308907,X,3.0,116.86394496474868,5108324.837526705,394160.9970055825,40866.59870021364,0.0,0.959,0.56328,59.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_300639673,28.343202,-81.4252641,Polk,retail,JCPenney,51856.0,0.6386252885355219,X,2.0,110.94287557060204,3459235.11766572,261845.74798016343,27673.88094132576,0.0,0.932,0.5584,60.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_134532213,28.3498242,-81.4867665,Polk,commercial,Commercial Property 134532213,112975.0,0.4680851063829787,X,4.0,138.87341884826333,6993893.1370655885,509472.3762824187,55951.14509652471,0.0,0.925,0.558,61.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114183189,28.0020263,-81.9767752,Polk,retail,Lakeside Village Retail Shops,70154.0,0.1903032217308907,X,3.0,125.08037069686584,4969521.877885104,389697.269767394,39756.17502308083,0.0,0.799,0.558,61.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255979260,27.9587534,-81.6238244,Polk,retail,Commercial Property 255979260,61563.0,0.2410381750465549,X,2.0,137.2269942177828,4465558.591371262,300372.3393423415,35724.468730970104,0.0,0.928,0.55416,63.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_114185521,28.000019,-81.9807206,Polk,retail,Lakeside Village Retail Shops,70154.0,0.1903032217308907,X,3.0,114.83663861762014,4297580.686251618,302937.335852976,34380.64549001295,0.0,0.928,0.55416,63.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_257942242,28.2260182,-81.6468163,Polk,commercial,Commercial Property 257942242,68283.0,0.5550265270031288,X,2.0,122.31148769106888,4514191.761619097,299600.15254088654,36113.53409295277,0.0,0.928,0.55416,63.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_271585313,28.3123439,-81.5629256,Polk,commercial,Commercial Property 271585313,98222.0,0.2965220509143062,X,4.0,119.02634929450308,5988612.3734813845,447084.6582841604,47908.89898785108,0.0,0.864,0.554,66.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255119686,26.0147045,-80.1499271,Broward,retail,Commercial Property 255119686,44286.0,0.6069910250354275,X,1.0,162.48636643427562,5083873.17307399,353323.68438810355,40670.98538459192,0.0,0.911,0.5526,67.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255979259,27.9576142,-81.6231264,Polk,retail,Commercial Property 255979259,61563.0,0.2410381750465549,X,2.0,136.14381770563153,3790774.41710496,268773.9235125075,30326.19533683968,0.0,0.915,0.55224,68.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_309172587,28.2637398,-81.4352558,Polk,commercial,Commercial Property 309172587,76035.0,0.4706329595134005,X,3.0,137.8909295702772,4634271.05180898,276060.13848153607,37074.168414471846,0.0,0.913,0.55224,68.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_309026246,28.1781695,-81.7424361,Polk,commercial,Food Mart,80530.0,0.2657252888318356,X,3.0,136.77676995469932,5134629.921722231,284064.0878097548,41077.03937377785,0.0,0.913,0.55224,68.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_259631977,27.9898968,-81.6864211,Polk,commercial,Bealls,59688.0,0.3076278290025147,X,2.0,132.66653415629145,4330535.35341671,266687.70136214653,34644.282827333685,0.0,0.915,0.55224,68.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255978507,27.9586438,-81.6221081,Polk,retail,Commercial Property 255978507,51090.0,0.4192319898444938,X,2.0,134.11016230697342,3493835.8672264577,266664.08916177,27950.68693781166,0.0,0.914,0.55132,72.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255979258,27.9649346,-81.6255935,Polk,retail,Commercial Property 255979258,51090.0,0.4192319898444938,X,2.0,115.59710176658108,3566130.395039208,264266.05278235406,28529.04316031366,0.0,0.912,0.5504,73.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_300639646,28.34534,-81.4232799,Polk,commercial,Commercial Property 300639646,51856.0,0.6386252885355219,X,2.0,112.3093972948638,3246732.6011417834,169092.5579613593,25973.86080913427,0.0,0.876,0.52584,74.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_282446196,28.0211952,-81.7310729,Polk,commercial,Commercial Property 282446196,30089.0,0.2960339943342776,X,1.0,119.4306794322898,1833651.24054042,127021.74921992376,14669.209924323362,0.0,0.846,0.51072,75.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279648747,27.9778852,-81.6597089,Polk,retail,Commercial Property 279648747,61563.0,0.2410381750465549,X,2.0,134.2436113869325,4387287.450256167,222427.39266071704,35098.29960204934,0.0,0.887,0.50736,76.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_268625611,27.8975037,-81.58592,Polk,retail,Commercial Property 268625611,35967.0,0.4248515303791685,X,1.0,117.47876687446625,2344170.7698115995,162447.8616376823,18753.3661584928,0.0,0.868,0.49896,77.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_191615677,28.3051181,-81.3979514,Polk,retail,Commercial Property 191615677,35970.0,0.5909621672115833,X,1.0,118.69254358741304,2206533.1294606137,111532.86833241268,17652.26503568491,0.0,0.823,0.49296,78.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_279141166,28.013399,-81.7315644,Polk,commercial,Sakura Japanese Steakhouse & Sushi Bar,41722.0,0.4842035251080811,X,1.0,129.0021126953127,2956403.387074342,172818.46167781178,23651.22709659473,0.0,0.855,0.48348,79.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_271585311,28.3187449,-81.5543891,Polk,commercial,Commercial Property 271585311,98222.0,0.2965220509143062,X,4.0,118.54521483132405,6818233.653810205,357551.33250658103,54545.86923048164,0.0,0.718,0.471,80.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_316489232,26.1933059,-80.243332,Broward,retail,Commercial Property 316489232,113027.0,0.7957579082099104,X,4.0,178.5411499959192,12905783.828731662,728849.3772336533,103246.2706298533,1.0,0.969,0.3876,81.0,False,High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_279417281,26.1877831,-80.1155495,Broward,retail,Commercial Property 279417281,120995.0,0.1414518317503392,X,4.0,174.7400070346666,13429956.217637269,705884.1924264424,107439.64974109814,1.0,0.969,0.3876,81.0,False,Low,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_255485768,25.8048721,-80.3278528,Miami-Dade,commercial,Commercial Property 255485768,89028.0,0.3479697178251892,X,4.0,179.13549242801477,9924729.602332406,548152.6699045852,79397.83681865924,1.0,0.964,0.384,83.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_61243026,25.8122073,-80.3690309,Miami-Dade,retail,Commercial Property 61243026,90724.0,0.4368575624082232,X,4.0,165.11807565247406,10451992.782639528,696688.285404572,83615.94226111623,1.0,0.979,0.378,84.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_278575667,25.7425902,-80.432583,Miami-Dade,retail,Commercial Property 278575667,110500.0,0.3834111094385067,X,4.0,170.95304694689628,12382954.523080906,902080.7579691018,99063.63618464724,1.0,0.983,0.378,84.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_275965242,25.932474,-80.1229415,Miami-Dade,retail,RK Town Center - South - Raanan Katz owned Property,66146.0,0.5345016429353778,X,2.0,180.3161651021228,6578634.987817076,493786.2560776822,52629.07990253661,1.0,0.943,0.378,84.0,False,Mid-High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_255467229,25.7987318,-80.2522651,Miami-Dade,retail,Commercial Property 255467229,73375.0,0.829683698296837,X,3.0,174.7825402228616,7218886.480250917,488911.996378264,57751.09184200734,1.0,0.939,0.378,84.0,False,High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_255489367,25.7891045,-80.3692027,Miami-Dade,retail,Men's Wearhouse,89028.0,0.3479697178251892,X,4.0,156.41915784487017,9338126.527194886,498695.229324673,74705.01221755908,0.0,0.933,0.378,84.0,False,Low-Mid,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_160459258,25.7845984,-80.2622764,Miami-Dade,commercial,Commercial Property 160459258,63889.0,0.4603058994901675,X,2.0,160.19301990693145,6962352.49234605,398633.4516272134,55698.8199387684,0.0,0.876,0.378,84.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255196050,25.8355512,-80.184446,Miami-Dade,retail,Commercial Property 255196050,72127.0,0.4747675962815405,X,3.0,150.72045730035308,8091247.335742964,408588.8535856965,64729.97868594372,0.0,0.911,0.378,84.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_255485739,25.8048801,-80.3284073,Miami-Dade,commercial,Commercial Property 255485739,89028.0,0.3479697178251892,X,4.0,168.36647510712834,9177783.923364872,640604.9251893373,73422.27138691898,1.0,0.963,0.378,84.0,False,Low-Mid,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_295152268,26.1047901,-80.2002745,Broward,retail,Commercial Property 295152268,66241.0,0.5206119847003825,X,2.0,168.9943629105387,7735852.450025644,465233.0423680848,61886.81960020516,0.0,0.923,0.3724,92.0,False,Mid-High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911188,26.0352333,-80.1650058,Broward,commercial,Commercial Property 294911188,41457.0,0.833787837469321,X,1.0,150.1932740993261,4156187.6995818657,272925.6153879726,33249.501596654925,0.0,0.923,0.3724,92.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_294911293,26.0350464,-80.1667534,Broward,commercial,Commercial Property 294911293,41457.0,0.833787837469321,X,1.0,152.609272528792,4460273.935817211,295624.00840877823,35682.19148653769,0.0,0.923,0.3724,92.0,False,High,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
osm_43330648,26.1495242,-80.3223026,Broward,retail,Commercial Property 43330648,117810.0,0.5260631915744567,X,4.0,179.00581282031752,12791702.040212488,832042.5123091262,102333.6163216999,1.0,0.943,0.372,95.0,False,Mid-High,0.32614656011769216,0.17721294694431478,True,0.32614656011769216
osm_255427187,25.7923782,-80.1360042,Miami-Dade,commercial,Commercial Property 255427187,67593.0,0.3404924044002095,X,2.0,156.36387385224853,7962172.61945478,430957.5958551629,63697.38095563824,0.0,0.895,0.36,96.0,False,Low,0.5297375148083124,0.32543068472383924,False,0.5297375148083124
